Kernel_size,Threads,Try_1,Try_2,Try_3
3,1,4.784845 ,5.369184 ,5.359898 
5,1,11.465788 ,11.369590 ,11.740193 
7,1,21.078143 ,20.844163 ,22.404155 
9,1,34.991948 ,34.584124 ,35.664389 
11,1,52.070833 ,50.901724 ,50.495534 
13,1,74.040652 ,76.404282 ,71.748049 
15,1,95.674658 ,95.207022 ,95.468130 
