Kernel_size,Threads,Try_1,Try_2,Try_3
3,1,1.210982 ,1.088857 ,1.210031 
5,1,2.843962 ,2.967760 ,2.889327 
7,1,5.196496 ,4.836459 ,5.090738 
9,1,8.139657 ,7.798247 ,7.821800 
11,1,11.338671 ,11.588192 ,11.776135 
13,1,17.228451 ,16.702385 ,16.930743 
15,1,21.610766 ,21.429750 ,21.900090 
